id	id_page	id_elem	class_object	ligne	id_product
seri.gtms.0075.01.00007.01	gtms.0075.01.00007	kpis.0075.01.15003	kpi	1	1
seri.gtms.0075.01.00007.02	gtms.0075.01.00007	kpis.0075.01.15005	kpi	2	1
seri.gtms.0075.01.00007.03	gtms.0075.01.00007	kpis.0075.01.15007	kpi	3	1
seri.gtms.0075.01.00007.04	gtms.0075.01.00007	kpis.0075.01.15009	kpi	4	1
seri.gtms.0075.01.00007.05	gtms.0075.01.00007	kpis.0075.01.15011	kpi	5	1
dshd.0075.01.004.gtm.01	dshd.0075.01.004	gtms.0075.01.00011	graph	1	1
seri.gtms.0075.01.00011.01	gtms.0075.01.00011	kpis.0075.01.10007	kpi	1	1
seri.gtms.0075.01.00011.02	gtms.0075.01.00011	kpis.0075.01.10009	kpi	2	1
seri.gtms.0075.01.00011.03	gtms.0075.01.00011	kpis.0075.01.10011	kpi	3	1
seri.gtms.0075.01.00011.04	gtms.0075.01.00011	kpis.0075.01.10013	kpi	4	1
seri.gtms.0075.01.00011.05	gtms.0075.01.00011	kpis.0075.01.10015	kpi	5	1
seri.gtms.0075.01.00011.06	gtms.0075.01.00011	kpis.0075.01.10021	kpi	6	1
