id_data	data_legend	position_ordonnee	display_type	line_design	color	filled_color
seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.traffic_utilization	TCH Traffic Utilization At 2% GOS (%)	left	line	square	#9933FF	#FFFFFF@1
seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.tch_traffic_carried	TCH Traffic Carried Total (erlang)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.tch_traffic_offered	TCH Traffic Offered 2% GOS (erlang)	right	bar	none	#333333	#FFFF00@0.5
seri.gtms.0095.01.tch_traffic_at_2gos.kpis.0095.01.traffic_capacity	TCH Traffic Capacity at 2% GOS (erlang)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.01.tch_ressource_needed_at_2gos.kpis.0095.01.required_channel	TCH Required Channels at 2% GOS (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.01.tch_ressource_needed_at_2gos.kpis.0095.01.gos_at_bh	TCH Grade Of Service (%)	left	line	circle	#FF0000	#FFFFFF@1
seri.gtms.0095.02.traffic_volumes.kpis.0095.02.userpacket_transmitted_radiointerface_dl	Data Volume Downlink of GPRS EDGE RLC (kbytes)	left	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.traffic_volumes.kpis.0095.02.userpacket_transmitted_radiointerface_ul	Data Volume Uplink of GPRS EDGE RLC (kbytes)	left	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.traffic_volumes.kpis.0095.02.mean_number_of_dl_active_tbf_per_cell	TBF Simultaneous DL Number (Nb)	right	line	square	#0099FF	#FFFFFF@1
seri.gtms.0095.02.traffic_volumes.kpis.0095.02.mean_number_of_ul_active_tbf_per_cell	TBF Simultaneous UL Number (Nb)	right	line	square	#FF0000	#FFFFFF@1
seri.gtms.0095.02.llc_volumes.kpis.0095.02.dl_llc_traffic	Data Volume Downlink LLC (kbytes)	left	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.llc_volumes.kpis.0095.02.ul_llc_traffic	Data Volume Uplink LLC (kbytes)	left	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.paging.kpis.0095.02.nb_packet_pagings	Paging Number for PS and CS (Nb)	left	line	circle	#333333	#FFFFFF@1
seri.gtms.0095.02.paging.kpis.0095.02.nb_packet_pagings_cs	Paging Number for CS (Nb)	left	cumulatedbar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.paging.kpis.0095.02.nb_packet_pagings_ps	Paging Number for PS (Nb)	left	cumulatedbar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.tbf_establishment_success_rate_dl	TBF Establishment Success Downlink Rate (%)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.tbf_establishment_success_rate_ul	TBF Establishment Success Uplink Rate (%)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.downlink_tbf_establishment_attempts	TBF Establishment Attempts Downlink Number (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.tbf_allocation_efficiency.kpis.0095.02.uplink_tbf_establishment_attempts	TBF Establishment Attempts Uplink Number (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.packet_access_rejections_due_to_congestion_dl	TBF Rejected Due to Congestion DL Rate (%)	left	line	square	#0099FF	#FFFFFF@1
seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.packet_access_rejections_due_to_congestion_ul	TBF Rejected Due to Congestion UL Rate (%)	left	line	square	#FF0000	#FFFFFF@1
seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.downlink_tbf_establishment_attempts	TBF Establishment Attempts Downlink Number (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.tbf_rejection_congestion.kpis.0095.02.uplink_tbf_establishment_attempts	TBF Establishment Attempts Uplink Number (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.gprs_throughput.kpis.0095.02.gprs_dl_throughput	Throughput Downlink GPRS (Kbits/s)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.02.gprs_throughput.kpis.0095.02.gprs_ul_throughput	Throughput Uplink GPRS (Kbits/s)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.02.gprs_throughput.kpis.0095.02.dl_rlc_volume_in_cs1234	Data Volume Downlink of GPRS RLC (CS-x) (kbytes)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.gprs_throughput.kpis.0095.02.ul_rlc_volume_in_cs1234	Data Volume Uplink of GPRS RLC (CS-x) (kbytes)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.edge_throughput.kpis.0095.02.edge_dl_throughput	Throughput Downlink EDGE (Kbits/s)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.02.edge_throughput.kpis.0095.02.edge_ul_throughput	Throughput Uplink EDGE (Kbits/s)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.02.edge_throughput.kpis.0095.02.dl_rlc_volume_in_mcs	Data Volume Downlink of EDGE RLC (MSC-x) (kbytes)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.edge_throughput.kpis.0095.02.ul_rlc_volume_in_mcs	Data Volume Uplink of EDGE RLC (MSC-x) (kbytes)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.throughput_per_tbf.kpis.0095.02.mean_user_data_dl_throughput_on_air_interface	Throughput Average Per TBF Downlink (Kbits/s)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.02.throughput_per_tbf.kpis.0095.02.mean_user_data_ul_throughput_on_air_interface	Throughput Average Per TBF Uplink (Kbits/s)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.02.throughput_per_tbf.kpis.0095.02.number_of_pdch_per_tbf_dl	PDCH Average Number Per TBF DL (Nb)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.throughput_per_tbf.kpis.0095.02.number_of_pdch_per_tbf_ul	PDCH Average Number Per TBF UL (Nb)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.throughput_per_pdch.kpis.0095.02.dl_mean_throughput_per_configured_pdch	Throughput Average Per PDCH Downlink (kbps)	left	line	square	#0099FF	#FFFFFF@1
seri.gtms.0095.02.throughput_per_pdch.kpis.0095.02.ul_mean_throughput_per_configured_pdch	Throughput Average Per PDCH Uplink (kbps)	left	line	square	#FF0000	#FFFFFF@1
seri.gtms.0095.02.throughput_per_pdch.kpis.0095.02.avail_pdch_mean_dl_and_ul	PDCH Available Number (GPRS/EDGE) (UP and DL) (Nb)	right	bar	none	#333333	#00FF00@0.5
seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.dl_rlc_volume_in_cs1234	Data Volume Downlink of GPRS RLC (CS-x) (kbytes)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.ul_rlc_volume_in_cs1234	Data Volume Uplink of GPRS RLC (CS-x) (kbytes)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.dl_retransmission_rate_in_cs1234	Data Volume Downlink Retransmitted Rate for GPRS RLC (CS-x) (%)	left	line	circle	#0099FF	#ffffff@1
seri.gtms.0095.02.rlc_retransmission_rate_gprs.kpis.0095.02.ul_retransmission_rate_in_cs1234	Data Volume Uplink Retransmitted Rate for GPRS RLC (CS-x) (%)	left	line	circle	#FF0000	#ffffff@1
seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.dl_rlc_volume_in_mcs	Data Volume Downlink of EDGE RLC (MSC-x) (kbytes)	right	bar	none	#333333	#0099FF@0.5
seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.ul_rlc_volume_in_mcs	Data Volume Uplink of EDGE RLC (MSC-x) (kbytes)	right	bar	none	#333333	#FF0000@0.5
seri.gtms.0095.02.rlc_retransmission_rate_egprs.kpis.0095.02.dl_retransmission_rate_in_mcs	Data Volume Downlink Retransmitted Rate for EDGE RLC (MSC-x) (%)	left	line	square	#0099FF	#FFFFFF@1
