RNCs;Cells Label;Cells
DCERNC3;UCA24C;DCERNC3_UCA24C
DCERNC3;UCA24B;DCERNC3_UCA24B
DCERNC3;UCA101H;DCERNC3_UCA101H
DCERNC3;UCA171G;DCERNC3_UCA171G
DCERNC3;UCA171J;DCERNC3_UCA171J
DCERNC3;UCA171M;DCERNC3_UCA171M
DCERNC3;UCA101I;DCERNC3_UCA101I
DCERNC3;UCA101J;DCERNC3_UCA101J
DCERNC3;UCA101K;DCERNC3_UCA101K
DCERNC3;CA041M1;DCERNC3_CA041M1
DCERNC3;CA041J1;DCERNC3_CA041J1
DCERNC3;CA041G1;DCERNC3_CA041G1
DCERNC3;CA031M1;DCERNC3_CA031M1
DCERNC3;CA031J1;DCERNC3_CA031J1
DCERNC3;CA031G1;DCERNC3_CA031G1
DCERNC3;UCA23A;DCERNC3_UCA23A
DCERNC3;UCA23B;DCERNC3_UCA23B
DCERNC3;UCA23C;DCERNC3_UCA23C
DCERNC3;UCA49G;DCERNC3_UCA49G
DCERNC3;UCA49H;DCERNC3_UCA49H
DCERNC3;CA49P1;DCERNC3_CA49P1
DCERNC3;UCA49J;DCERNC3_UCA49J
DCERNC3;UCA49K;DCERNC3_UCA49K
DCERNC3;CA49L1;DCERNC3_CA49L1
DCERNC3;CA46M1;DCERNC3_CA46M1
DCERNC3;UCA46H;DCERNC3_UCA46H
DCERNC3;UCA46I;DCERNC3_UCA46I
DCERNC3;CA46J1;DCERNC3_CA46J1
DCERNC3;UCA46K;DCERNC3_UCA46K
DCERNC3;UCA46L;DCERNC3_UCA46L
DCERNC3;CA46G1;DCERNC3_CA46G1
DCERNC3;UCA46N;DCERNC3_UCA46N
DCERNC3;UCA46P;DCERNC3_UCA46P
DCERNC3;UCA49M;DCERNC3_UCA49M
DCERNC3;UCA49N;DCERNC3_UCA49N
DCERNC3;CA49I1;DCERNC3_CA49I1
DCERNC3;CO143L1;DCERNC3_CO143L1
DCERNC3;CO143K1;DCERNC3_CO143K1
DCERNC3;CO143J1;DCERNC3_CO143J1
DCERNC3;CO143I1;DCERNC3_CO143I1
DCERNC3;CO143H1;DCERNC3_CO143H1
DCERNC3;CO143G1;DCERNC3_CO143G1
DCERNC3;UCA56M;DCERNC3_UCA56M
DCERNC3;UCA56N;DCERNC3_UCA56N
DCERNC3;UCA56P;DCERNC3_UCA56P
DCERNC3;UCA45N;DCERNC3_UCA45N
DCERNC3;UCA45P;DCERNC3_UCA45P
DCERNC3;UCA39G;DCERNC3_UCA39G
DCERNC3;UCA39H;DCERNC3_UCA39H
DCERNC3;UCA39I;DCERNC3_UCA39I
DCERNC3;UCA48G;DCERNC3_UCA48G
DCERNC3;UCA48H;DCERNC3_UCA48H
DCERNC3;UCA48I;DCERNC3_UCA48I
DCERNC3;UCA48J;DCERNC3_UCA48J
DCERNC3;UCA48K;DCERNC3_UCA48K
DCERNC3;UCA48L;DCERNC3_UCA48L
DCERNC3;UCA48M;DCERNC3_UCA48M
DCERNC3;UCA48N;DCERNC3_UCA48N
DCERNC3;UCA48P;DCERNC3_UCA48P
DCERNC3;CA32L1;DCERNC3_CA32L1
DCERNC3;CA32K1;DCERNC3_CA32K1
DCERNC3;CA32J1;DCERNC3_CA32J1
DCERNC3;UCA101L;DCERNC3_UCA101L
DCERNC3;UCA07M;DCERNC3_UCA07M
DCERNC3;UCA07N;DCERNC3_UCA07N
DCERNC3;UCA101M;DCERNC3_UCA101M
DCERNC3;UCA07P;DCERNC3_UCA07P
DCERNC3;UCO148G;DCERNC3_UCO148G
DCERNC3;UCO148I;DCERNC3_UCO148I
DCERNC3;UCO148J;DCERNC3_UCO148J
DCERNC3;UCO148K;DCERNC3_UCO148K
DCERNC3;UCO148L;DCERNC3_UCO148L
DCERNC3;UCO148A;DCERNC3_UCO148A
DCERNC3;UCO148B;DCERNC3_UCO148B
DCERNC3;UCO148C;DCERNC3_UCO148C
DCERNC3;CA33J1;DCERNC3_CA33J1
DCERNC3;CA33K1;DCERNC3_CA33K1
DCERNC3;UCA51G;DCERNC3_UCA51G
DCERNC3;CA51K1;DCERNC3_CA51K1
DCERNC3;UCA51I;DCERNC3_UCA51I
DCERNC3;UCA51J;DCERNC3_UCA51J
DCERNC3;CA51H1;DCERNC3_CA51H1
DCERNC3;UCA51L;DCERNC3_UCA51L
DCERNC3;UCA11A;DCERNC3_UCA11A
DCERNC3;UCA11B;DCERNC3_UCA11B
DCERNC3;UCA11C;DCERNC3_UCA11C
DCERNC3;UCO41A;DCERNC3_UCO41A
DCERNC3;UCO41B;DCERNC3_UCO41B
DCERNC3;UCO41C;DCERNC3_UCO41C
DCERNC3;UCO55A;DCERNC3_UCO55A
DCERNC3;UCO55B;DCERNC3_UCO55B
DCERNC3;UCO55C;DCERNC3_UCO55C
DCERNC3;UAK02J;DCERNC3_UAK02J
DCERNC3;UAK02K;DCERNC3_UAK02K
DCERNC3;UAK02L;DCERNC3_UAK02L
DCERNC3;UCO141G;DCERNC3_UCO141G
DCERNC3;UCO141H;DCERNC3_UCO141H
DCERNC3;UCO141I;DCERNC3_UCO141I
DCERNC3;UCO141J;DCERNC3_UCO141J
DCERNC3;UCO141K;DCERNC3_UCO141K
DCERNC3;UCO141L;DCERNC3_UCO141L
DCERNC3;UAK01A;DCERNC3_UAK01A
DCERNC3;UAK01B;DCERNC3_UAK01B
DCERNC3;UAK01C;DCERNC3_UAK01C
DCERNC3;UCA03A;DCERNC3_UCA03A
DCERNC3;UCA03B;DCERNC3_UCA03B
DCERNC3;UCA03C;DCERNC3_UCA03C
DCERNC3;UCO77A;DCERNC3_UCO77A
DCERNC3;UCO77B;DCERNC3_UCO77B
DCERNC3;UCO77C;DCERNC3_UCO77C
DCERNC3;UGO02A;DCERNC3_UGO02A
DCERNC3;UGO02B;DCERNC3_UGO02B
DCERNC3;UGO02C;DCERNC3_UGO02C
DCERNC3;UGO04A;DCERNC3_UGO04A
DCERNC3;UGO04B;DCERNC3_UGO04B
DCERNC3;UGO04C;DCERNC3_UGO04C
DCERNC3;UGO05A;DCERNC3_UGO05A
DCERNC3;UGO05B;DCERNC3_UGO05B
DCERNC3;UGO05C;DCERNC3_UGO05C
DCERNC3;UGO06A;DCERNC3_UGO06A
DCERNC3;UGO06B;DCERNC3_UGO06B
DCERNC3;UGO06C;DCERNC3_UGO06C
DCERNC3;UCO19A;DCERNC3_UCO19A
DCERNC3;UCO19B;DCERNC3_UCO19B
DCERNC3;UCO54A;DCERNC3_UCO54A
DCERNC3;UCO54B;DCERNC3_UCO54B
DCERNC3;UCO54C;DCERNC3_UCO54C
DCERNC3;UCO19C;DCERNC3_UCO19C
DCERNC3;UCA01A;DCERNC3_UCA01A
DCERNC3;UCA01B;DCERNC3_UCA01B
DCERNC3;UCA01C;DCERNC3_UCA01C
DCERNC3;UCA07A;DCERNC3_UCA07A
DCERNC3;UCA07B;DCERNC3_UCA07B
DCERNC3;UCA07C;DCERNC3_UCA07C
DCERNC3;UCA08A;DCERNC3_UCA08A
DCERNC3;UCA08B;DCERNC3_UCA08B
DCERNC3;UCA08C;DCERNC3_UCA08C
DCERNC3;UCA15A;DCERNC3_UCA15A
DCERNC3;UCA15B;DCERNC3_UCA15B
DCERNC3;UCA15C;DCERNC3_UCA15C
DCERNC3;UCA22A;DCERNC3_UCA22A
DCERNC3;UCA22B;DCERNC3_UCA22B
DCERNC3;UCA22C;DCERNC3_UCA22C
DCERNC3;UGO07A;DCERNC3_UGO07A
DCERNC3;UGO07B;DCERNC3_UGO07B
DCERNC3;UGO07C;DCERNC3_UGO07C
DCERNC3;UCA101N;DCERNC3_UCA101N
DCERNC3;UCA101P;DCERNC3_UCA101P
DCERNC3;UCA101A;DCERNC3_UCA101A
DCERNC3;UCA101B;DCERNC3_UCA101B
DCERNC3;UCA101C;DCERNC3_UCA101C
DCERNC3;UCA09A;DCERNC3_UCA09A
DCERNC3;UCA09B;DCERNC3_UCA09B
DCERNC3;UCA09C;DCERNC3_UCA09C
DCERNC3;UCO42A;DCERNC3_UCO42A
DCERNC3;UCO42B;DCERNC3_UCO42B
DCERNC3;UCO42C;DCERNC3_UCO42C
DCERNC3;UCO53A;DCERNC3_UCO53A
DCERNC3;UCO53B;DCERNC3_UCO53B
DCERNC3;UCO53C;DCERNC3_UCO53C
DCERNC3;UCO59A;DCERNC3_UCO59A
DCERNC3;UCO59B;DCERNC3_UCO59B
DCERNC3;UCO59C;DCERNC3_UCO59C
DCERNC3;UGO26G;DCERNC3_UGO26G
DCERNC3;UGO26H;DCERNC3_UGO26H
DCERNC3;UGO26I;DCERNC3_UGO26I
DCERNC3;UGO26J;DCERNC3_UGO26J
DCERNC3;UGO26K;DCERNC3_UGO26K
DCERNC3;UGO26L;DCERNC3_UGO26L
DCERNC3;UCO78A;DCERNC3_UCO78A
DCERNC3;UCO78B;DCERNC3_UCO78B
DCERNC3;UCO78C;DCERNC3_UCO78C
DCERNC3;UCA14J;DCERNC3_UCA14J
DCERNC3;UCA14K;DCERNC3_UCA14K
DCERNC3;UCA011G;DCERNC3_UCA011G
DCERNC3;UCA011J;DCERNC3_UCA011J
DCERNC3;CO53J2;DCERNC3_CO53J2
DCERNC3;UCO531J;DCERNC3_UCO531J
DCERNC3;CO771J1;DCERNC3_CO771J1
DCERNC3;CO771G1;DCERNC3_CO771G1
DCERNC3;UGO26M;DCERNC3_UGO26M
DCERNC3;UGO26N;DCERNC3_UGO26N
DCERNC3;GO111J1;DCERNC3_GO111J1
DCERNC3;CO15M2;DCERNC3_CO15M2
DCERNC3;UGO26P;DCERNC3_UGO26P
DCERNC3;UGO26A;DCERNC3_UGO26A
DCERNC3;UCA191G;DCERNC3_UCA191G
DCERNC3;UCA191J;DCERNC3_UCA191J
DCERNC3;UGO041J;DCERNC3_UGO041J
DCERNC3;UGO041G;DCERNC3_UGO041G
DCERNC3;UGO26B;DCERNC3_UGO26B
DCERNC3;UGO26C;DCERNC3_UGO26C
DCERNC3;UCO42M;DCERNC3_UCO42M
DCERNC3;UCO42N;DCERNC3_UCO42N
DCERNC3;UCO42P;DCERNC3_UCO42P
DCERNC3;UGO13A;DCERNC3_UGO13A
DCERNC3;CA071M1;DCERNC3_CA071M1
DCERNC3;CA071J1;DCERNC3_CA071J1
DCERNC3;UGO13B;DCERNC3_UGO13B
DCERNC3;UGO13C;DCERNC3_UGO13C
DCERNC3;GO13G1;DCERNC3_GO13G1
DCERNC3;GO13G2;DCERNC3_GO13G2
DCERNC3;GO13H1;DCERNC3_GO13H1
DCERNC3;GO13H2;DCERNC3_GO13H2
DCERNC3;GO13I1;DCERNC3_GO13I1
DCERNC3;GO13I2;DCERNC3_GO13I2
DCERNC3;GO13J1;DCERNC3_GO13J1
DCERNC3;GO13J2;DCERNC3_GO13J2
DCERNC3;GO13K1;DCERNC3_GO13K1
DCERNC3;GO13K2;DCERNC3_GO13K2
DCERNC3;GO13L1;DCERNC3_GO13L1
DCERNC3;GO13L2;DCERNC3_GO13L2
DCERNC3;UGO13M;DCERNC3_UGO13M
DCERNC3;UGO13N;DCERNC3_UGO13N
DCERNC3;UGO13P;DCERNC3_UGO13P
DCERNC3;CA33L1;DCERNC3_CA33L1
DCERNC3;CA33J2;DCERNC3_CA33J2
DCERNC3;GO21L1;DCERNC3_GO21L1
DCERNC3;GO21K1;DCERNC3_GO21K1
DCERNC3;GO21J1;DCERNC3_GO21J1
DCERNC3;CA33K2;DCERNC3_CA33K2
DCERNC3;CA33L2;DCERNC3_CA33L2
DCERNC3;GO061J1;DCERNC3_GO061J1
DCERNC3;UGO061H;DCERNC3_UGO061H
DCERNC3;GO061G1;DCERNC3_GO061G1
DCERNC3;UGO061K;DCERNC3_UGO061K
DCERNC3;CO142G2;DCERNC3_CO142G2
DCERNC3;CA21K1;DCERNC3_CA21K1
DCERNC3;CO142H2;DCERNC3_CO142H2
DCERNC3;UGO04M;DCERNC3_UGO04M
DCERNC3;UGO04N;DCERNC3_UGO04N
DCERNC3;UGO04P;DCERNC3_UGO04P
DCERNC3;UGO21M;DCERNC3_UGO21M
DCERNC3;UGO21N;DCERNC3_UGO21N
DCERNC3;UGO21P;DCERNC3_UGO21P
DCERNC3;UCA31J;DCERNC3_UCA31J
DCERNC3;UCA31K;DCERNC3_UCA31K
DCERNC3;UCA31L;DCERNC3_UCA31L
DCERNC3;CA32I1;DCERNC3_CA32I1
DCERNC3;CA32H1;DCERNC3_CA32H1
DCERNC3;CA32G1;DCERNC3_CA32G1
DCERNC3;UCO28M;DCERNC3_UCO28M
DCERNC3;UCO28N;DCERNC3_UCO28N
DCERNC3;UCO28P;DCERNC3_UCO28P
DCERNC3;UCA39J;DCERNC3_UCA39J
DCERNC3;UCA39K;DCERNC3_UCA39K
DCERNC3;UCA39L;DCERNC3_UCA39L
DCERNC3;CA41G1;DCERNC3_CA41G1
DCERNC3;UCA41K;DCERNC3_UCA41K
DCERNC3;UCA41L;DCERNC3_UCA41L
DCERNC3;UCA14A;DCERNC3_UCA14A
DCERNC3;UCA14B;DCERNC3_UCA14B
DCERNC3;UCA14C;DCERNC3_UCA14C
DCERNC3;UCO131J;DCERNC3_UCO131J
DCERNC3;UCO131K;DCERNC3_UCO131K
DCERNC3;UCO131L;DCERNC3_UCO131L
DCERNC3;UCA48A;DCERNC3_UCA48A
DCERNC3;UCA48B;DCERNC3_UCA48B
DCERNC3;UCA48C;DCERNC3_UCA48C
DCERNC3;UGO10J;DCERNC3_UGO10J
DCERNC3;UGO10K;DCERNC3_UGO10K
DCERNC3;UGO10L;DCERNC3_UGO10L
DCERNC3;UCO141M;DCERNC3_UCO141M
DCERNC3;UCO141N;DCERNC3_UCO141N
DCERNC3;UCO141P;DCERNC3_UCO141P
DCERNC3;UCA75A;DCERNC3_UCA75A
DCERNC3;UCA75B;DCERNC3_UCA75B
DCERNC3;UCA75C;DCERNC3_UCA75C
DCERNC3;UGO091A;DCERNC3_UGO091A
DCERNC3;UGO091G;DCERNC3_UGO091G
DCERNC3;UGO091J;DCERNC3_UGO091J
DCERNC3;UGO091M;DCERNC3_UGO091M
DCERNC3;UCA73M;DCERNC3_UCA73M
DCERNC3;UCA73N;DCERNC3_UCA73N
DCERNC3;UCA73P;DCERNC3_UCA73P
DCERNC3;UGO17M;DCERNC3_UGO17M
DCERNC3;UGO17N;DCERNC3_UGO17N
DCERNC3;UGO17P;DCERNC3_UGO17P
DCERNC3;UCA30A;DCERNC3_UCA30A
DCERNC3;UCA30B;DCERNC3_UCA30B
DCERNC3;UCA30C;DCERNC3_UCA30C
DCERNC3;CO29XA;DCERNC3_CO29XA
DCERNC3;CO29XG;DCERNC3_CO29XG
DCERNC3;CA52L1;DCERNC3_CA52L1
DCERNC3;CA52K1;DCERNC3_CA52K1
DCERNC3;CA52J1;DCERNC3_CA52J1
DCERNC3;UGO16A;DCERNC3_UGO16A
DCERNC3;UGO16B;DCERNC3_UGO16B
DCERNC3;UGO16C;DCERNC3_UGO16C
DCERNC3;UCA51A;DCERNC3_UCA51A
DCERNC3;UCA51B;DCERNC3_UCA51B
DCERNC3;UCA51C;DCERNC3_UCA51C
DCERNC3;UCO143A;DCERNC3_UCO143A
DCERNC3;UCO143B;DCERNC3_UCO143B
DCERNC3;UCO143C;DCERNC3_UCO143C
DCERNC3;UCA50A;DCERNC3_UCA50A
DCERNC3;UCA50B;DCERNC3_UCA50B
DCERNC3;UCA50C;DCERNC3_UCA50C
DCERNC3;CO29XJ;DCERNC3_CO29XJ
DCERNC3;CO29XM;DCERNC3_CO29XM
DCERNC3;CO55XA;DCERNC3_CO55XA
DCERNC3;CO55XG;DCERNC3_CO55XG
DCERNC3;CO55XJ;DCERNC3_CO55XJ
DCERNC3;CO55XM;DCERNC3_CO55XM
DCERNC3;CO43XA;DCERNC3_CO43XA
DCERNC3;CO43XG;DCERNC3_CO43XG
DCERNC3;CO43XJ;DCERNC3_CO43XJ
DCERNC3;CO43XM;DCERNC3_CO43XM
DCERNC3;CO08XA;DCERNC3_CO08XA
DCERNC3;CO08XG;DCERNC3_CO08XG
DCERNC3;CO08XJ;DCERNC3_CO08XJ
DCERNC3;CO08XM;DCERNC3_CO08XM
DCERNC3;CO131XA;DCERNC3_CO131XA
DCERNC3;CO131XG;DCERNC3_CO131XG
DCERNC3;UCA18M;DCERNC3_UCA18M
DCERNC3;CA18H1;DCERNC3_CA18H1
DCERNC3;UCA18P;DCERNC3_UCA18P
DCERNC3;UCA58A;DCERNC3_UCA58A
DCERNC3;UCA58B;DCERNC3_UCA58B
DCERNC3;UCA58C;DCERNC3_UCA58C
DCERNC3;UCA58G;DCERNC3_UCA58G
DCERNC3;UCA58H;DCERNC3_UCA58H
DCERNC3;UCA58I;DCERNC3_UCA58I
DCERNC3;CO131XJ;DCERNC3_CO131XJ
DCERNC3;CO131XM;DCERNC3_CO131XM
DCERNC3;CO100XA;DCERNC3_CO100XA
DCERNC3;CO100XG;DCERNC3_CO100XG
DCERNC3;CO100XJ;DCERNC3_CO100XJ
DCERNC3;CO100XM;DCERNC3_CO100XM
DCERNC3;UCA56G;DCERNC3_UCA56G
DCERNC3;UCA56H;DCERNC3_UCA56H
DCERNC3;UCA56I;DCERNC3_UCA56I
DCERNC3;UCA56A;DCERNC3_UCA56A
DCERNC3;UCA56B;DCERNC3_UCA56B
DCERNC3;UCA56C;DCERNC3_UCA56C
DCERNC3;CO08XB;DCERNC3_CO08XB
DCERNC3;CO08XH;DCERNC3_CO08XH
DCERNC3;CO08XK;DCERNC3_CO08XK
DCERNC3;CO08XN;DCERNC3_CO08XN
DCERNC3;CO43XB;DCERNC3_CO43XB
DCERNC3;CO43XH;DCERNC3_CO43XH
DCERNC3;CO43XK;DCERNC3_CO43XK
DCERNC3;CO43XN;DCERNC3_CO43XN
DCERNC3;CO100XB;DCERNC3_CO100XB
DCERNC3;CA071G1;DCERNC3_CA071G1
DCERNC3;UCA31M;DCERNC3_UCA31M
DCERNC3;UCA31N;DCERNC3_UCA31N
DCERNC3;UCA32M;DCERNC3_UCA32M
DCERNC3;UCA57A;DCERNC3_UCA57A
DCERNC3;UCA57B;DCERNC3_UCA57B
DCERNC3;UCA57C;DCERNC3_UCA57C
DCERNC3;UCA57G;DCERNC3_UCA57G
DCERNC3;UCA57H;DCERNC3_UCA57H
DCERNC3;UCA57I;DCERNC3_UCA57I
DCERNC3;UCA60G;DCERNC3_UCA60G
DCERNC3;UCA60H;DCERNC3_UCA60H
DCERNC3;UCA60I;DCERNC3_UCA60I
DCERNC3;UCA60J;DCERNC3_UCA60J
DCERNC3;UCA60K;DCERNC3_UCA60K
DCERNC3;UCA60L;DCERNC3_UCA60L
DCERNC3;UCA60A;DCERNC3_UCA60A
DCERNC3;UCA60B;DCERNC3_UCA60B
DCERNC3;UCA60C;DCERNC3_UCA60C
DCERNC3;CO100XH;DCERNC3_CO100XH
DCERNC3;CO100XK;DCERNC3_CO100XK
DCERNC3;CO100XN;DCERNC3_CO100XN
DCERNC3;CO73XA;DCERNC3_CO73XA
DCERNC3;CO73XB;DCERNC3_CO73XB
DCERNC3;CO73XM;DCERNC3_CO73XM
DCERNC3;GO22L1;DCERNC3_GO22L1
DCERNC3;GO22K1;DCERNC3_GO22K1
DCERNC3;GO22J1;DCERNC3_GO22J1
DCERNC3;GO22I1;DCERNC3_GO22I1
DCERNC3;GO22H1;DCERNC3_GO22H1
DCERNC3;GO22G1;DCERNC3_GO22G1
DCERNC3;UGO22A;DCERNC3_UGO22A
DCERNC3;UGO22B;DCERNC3_UGO22B
DCERNC3;UGO22C;DCERNC3_UGO22C
DCERNC3;CO73XN;DCERNC3_CO73XN
DCERNC3;CO73XG;DCERNC3_CO73XG
DCERNC3;CO73XH;DCERNC3_CO73XH
DCERNC3;CO73XJ;DCERNC3_CO73XJ
DCERNC3;CO73XK;DCERNC3_CO73XK
DCERNC3;CO148XA;DCERNC3_CO148XA
DCERNC3;UCA32N;DCERNC3_UCA32N
DCERNC3;UCA32P;DCERNC3_UCA32P
DCERNC3;UCA64P;DCERNC3_UCA64P
DCERNC3;GO21I1;DCERNC3_GO21I1
DCERNC3;GO21H1;DCERNC3_GO21H1
DCERNC3;GO21G1;DCERNC3_GO21G1
DCERNC3;CA52I1;DCERNC3_CA52I1
DCERNC3;CA52H1;DCERNC3_CA52H1
DCERNC3;CA52G1;DCERNC3_CA52G1
DCERNC3;UCA52M;DCERNC3_UCA52M
DCERNC3;UCA52N;DCERNC3_UCA52N
DCERNC3;UCA52P;DCERNC3_UCA52P
DCERNC3;UGO21A;DCERNC3_UGO21A
DCERNC3;UGO21B;DCERNC3_UGO21B
DCERNC3;UGO21C;DCERNC3_UGO21C
DCERNC3;GO21L2;DCERNC3_GO21L2
DCERNC3;GO21K2;DCERNC3_GO21K2
DCERNC3;GO21J2;DCERNC3_GO21J2
DCERNC3;UCA54G;DCERNC3_UCA54G
DCERNC3;UCA54H;DCERNC3_UCA54H
DCERNC3;UCA54I;DCERNC3_UCA54I
DCERNC3;UCA54J;DCERNC3_UCA54J
DCERNC3;UCA54K;DCERNC3_UCA54K
DCERNC3;UCA54L;DCERNC3_UCA54L
DCERNC3;UCA54A;DCERNC3_UCA54A
DCERNC3;UCA54B;DCERNC3_UCA54B
DCERNC3;UCA54C;DCERNC3_UCA54C
DCERNC3;CO148XG;DCERNC3_CO148XG
DCERNC3;CO148XJ;DCERNC3_CO148XJ
DCERNC3;CO148XM;DCERNC3_CO148XM
DCERNC3;CO77XA;DCERNC3_CO77XA
DCERNC3;CO77XG;DCERNC3_CO77XG
DCERNC3;CO77XJ;DCERNC3_CO77XJ
DCERNC3;CO77XM;DCERNC3_CO77XM
DCERNC3;CO77XB;DCERNC3_CO77XB
DCERNC3;CO77XH;DCERNC3_CO77XH
DCERNC3;CO59XA;DCERNC3_CO59XA
DCERNC3;CO59XG;DCERNC3_CO59XG
DCERNC3;CO59XJ;DCERNC3_CO59XJ
DCERNC3;CO59XM;DCERNC3_CO59XM
DCERNC3;CO142I2;DCERNC3_CO142I2
DCERNC3;UCA69J;DCERNC3_UCA69J
DCERNC3;UCA69K;DCERNC3_UCA69K
DCERNC3;UCA69L;DCERNC3_UCA69L
DCERNC3;UCA69G;DCERNC3_UCA69G
DCERNC3;UCA69H;DCERNC3_UCA69H
DCERNC3;UCA69I;DCERNC3_UCA69I
DCERNC3;UCA69A;DCERNC3_UCA69A
DCERNC3;UCA69B;DCERNC3_UCA69B
DCERNC3;UCA69C;DCERNC3_UCA69C
DCERNC3;CO142J2;DCERNC3_CO142J2
DCERNC3;CO142K2;DCERNC3_CO142K2
DCERNC3;CO142L2;DCERNC3_CO142L2
DCERNC3;CA25L1;DCERNC3_CA25L1
DCERNC3;CA25K1;DCERNC3_CA25K1
DCERNC3;CA25J1;DCERNC3_CA25J1
DCERNC3;CA25I1;DCERNC3_CA25I1
DCERNC3;CA25H1;DCERNC3_CA25H1
DCERNC3;CA25G1;DCERNC3_CA25G1
DCERNC3;UCO92A;DCERNC3_UCO92A
DCERNC3;UCO92B;DCERNC3_UCO92B
DCERNC3;UCO92C;DCERNC3_UCO92C
DCERNC3;UCA47A;DCERNC3_UCA47A
DCERNC3;UCA47B;DCERNC3_UCA47B
DCERNC3;UCA47C;DCERNC3_UCA47C
DCERNC3;UCO104A;DCERNC3_UCO104A
DCERNC3;UCO104B;DCERNC3_UCO104B
DCERNC3;UCO104C;DCERNC3_UCO104C
DCERNC3;UCA29A;DCERNC3_UCA29A
DCERNC3;UCA29B;DCERNC3_UCA29B
DCERNC3;UCA29C;DCERNC3_UCA29C
DCERNC3;UCA37A;DCERNC3_UCA37A
DCERNC3;UCA37B;DCERNC3_UCA37B
DCERNC3;UCA37C;DCERNC3_UCA37C
DCERNC3;UCO771A;DCERNC3_UCO771A
DCERNC3;UCA191A;DCERNC3_UCA191A
DCERNC3;UGO111A;DCERNC3_UGO111A
DCERNC3;UCA45A;DCERNC3_UCA45A
DCERNC3;UCA45B;DCERNC3_UCA45B
DCERNC3;UCA45C;DCERNC3_UCA45C
DCERNC3;UCA41A;DCERNC3_UCA41A
DCERNC3;UCA41C;DCERNC3_UCA41C
DCERNC3;UGO17B;DCERNC3_UGO17B
DCERNC3;UGO17A;DCERNC3_UGO17A
DCERNC3;UGO17C;DCERNC3_UGO17C
DCERNC3;UCA31A;DCERNC3_UCA31A
DCERNC3;UCA31B;DCERNC3_UCA31B
DCERNC3;UCA31C;DCERNC3_UCA31C
DCERNC3;UCA52A;DCERNC3_UCA52A
DCERNC3;UCA52B;DCERNC3_UCA52B
DCERNC3;UCA52C;DCERNC3_UCA52C
DCERNC3;UCA32A;DCERNC3_UCA32A
DCERNC3;UCA32B;DCERNC3_UCA32B
DCERNC3;UCA32C;DCERNC3_UCA32C
DCERNC3;UCO136A;DCERNC3_UCO136A
DCERNC3;UCO136B;DCERNC3_UCO136B
DCERNC3;UCO136C;DCERNC3_UCO136C
DCERNC3;UCO91A;DCERNC3_UCO91A
DCERNC3;UCO91B;DCERNC3_UCO91B
DCERNC3;UCO91C;DCERNC3_UCO91C
DCERNC3;UCO113A;DCERNC3_UCO113A
DCERNC3;UCO113B;DCERNC3_UCO113B
DCERNC3;UCO113C;DCERNC3_UCO113C
DCERNC3;UCO131A;DCERNC3_UCO131A
DCERNC3;UCO131B;DCERNC3_UCO131B
DCERNC3;UCO131C;DCERNC3_UCO131C
DCERNC3;UCA65M;DCERNC3_UCA65M
DCERNC3;UCA65N;DCERNC3_UCA65N
DCERNC3;UCA28A;DCERNC3_UCA28A
DCERNC3;UCA28B;DCERNC3_UCA28B
DCERNC3;UCA28C;DCERNC3_UCA28C
DCERNC3;UGO15A;DCERNC3_UGO15A
DCERNC3;UGO15B;DCERNC3_UGO15B
DCERNC3;UGO15C;DCERNC3_UGO15C
DCERNC3;UGO18A;DCERNC3_UGO18A
DCERNC3;UGO18B;DCERNC3_UGO18B
DCERNC3;UGO18C;DCERNC3_UGO18C
DCERNC3;CO143I2;DCERNC3_CO143I2
DCERNC3;CO143H2;DCERNC3_CO143H2
DCERNC3;CO143G2;DCERNC3_CO143G2
DCERNC3;CA15L2;DCERNC3_CA15L2
DCERNC3;CA15K2;DCERNC3_CA15K2
DCERNC3;CA15J2;DCERNC3_CA15J2
DCERNC3;UGO061A;DCERNC3_UGO061A
DCERNC3;UCA39A;DCERNC3_UCA39A
DCERNC3;UCA39B;DCERNC3_UCA39B
DCERNC3;UCA39C;DCERNC3_UCA39C
DCERNC3;UCA41B;DCERNC3_UCA41B
DCERNC3;UCA14L;DCERNC3_UCA14L
DCERNC3;CO136H2;DCERNC3_CO136H2
DCERNC3;CO136I2;DCERNC3_CO136I2
DCERNC3;CO136J2;DCERNC3_CO136J2
DCERNC3;CO136K2;DCERNC3_CO136K2
DCERNC3;CO136L2;DCERNC3_CO136L2
DCERNC3;UCA38A;DCERNC3_UCA38A
DCERNC3;UCA38B;DCERNC3_UCA38B
DCERNC3;UCA38C;DCERNC3_UCA38C
DCERNC3;UCA56J;DCERNC3_UCA56J
DCERNC3;UCA56K;DCERNC3_UCA56K
DCERNC3;UCA56L;DCERNC3_UCA56L
DCERNC3;UCA58J;DCERNC3_UCA58J
DCERNC3;UCA58K;DCERNC3_UCA58K
DCERNC3;UCA58L;DCERNC3_UCA58L
DCERNC3;UCA64G;DCERNC3_UCA64G
DCERNC3;UCA64H;DCERNC3_UCA64H
DCERNC3;UCA64I;DCERNC3_UCA64I
DCERNC3;UCA64J;DCERNC3_UCA64J
DCERNC3;UCA64K;DCERNC3_UCA64K
DCERNC3;UCA64L;DCERNC3_UCA64L
DCERNC3;UCA64A;DCERNC3_UCA64A
DCERNC3;UCA64B;DCERNC3_UCA64B
DCERNC3;UCA64C;DCERNC3_UCA64C
DCERNC3;UCA55J;DCERNC3_UCA55J
