RNCs;Cells Label;Cells
BHERNC4;PK10N1;BHERNC4_PK10N1
BHERNC4;UPK14M;BHERNC4_UPK14M
BHERNC4;UPK14N;BHERNC4_UPK14N
BHERNC4;UPK15L;BHERNC4_UPK15L
BHERNC4;UPK15K;BHERNC4_UPK15K
BHERNC4;UPK15J;BHERNC4_UPK15J
BHERNC4;UPK15I;BHERNC4_UPK15I
BHERNC4;UPK15H;BHERNC4_UPK15H
BHERNC4;UPK15G;BHERNC4_UPK15G
BHERNC4;UPK15C;BHERNC4_UPK15C
BHERNC4;UPK15B;BHERNC4_UPK15B
BHERNC4;UPK15A;BHERNC4_UPK15A
BHERNC4;PK16L1;BHERNC4_PK16L1
BHERNC4;PK16K1;BHERNC4_PK16K1
BHERNC4;PK16J1;BHERNC4_PK16J1
BHERNC4;PK16I1;BHERNC4_PK16I1
BHERNC4;PK16H1;BHERNC4_PK16H1
BHERNC4;PK16G1;BHERNC4_PK16G1
BHERNC4;PK16L2;BHERNC4_PK16L2
BHERNC4;PK16K2;BHERNC4_PK16K2
BHERNC4;PK16J2;BHERNC4_PK16J2
BHERNC4;UPK16C;BHERNC4_UPK16C
BHERNC4;UPK16B;BHERNC4_UPK16B
BHERNC4;UPK16A;BHERNC4_UPK16A
BHERNC4;PK17L1;BHERNC4_PK17L1
BHERNC4;PK17K1;BHERNC4_PK17K1
BHERNC4;PK17J1;BHERNC4_PK17J1
BHERNC4;PK17I1;BHERNC4_PK17I1
BHERNC4;PK17H1;BHERNC4_PK17H1
BHERNC4;PK17G1;BHERNC4_PK17G1
BHERNC4;UPK17C;BHERNC4_UPK17C
BHERNC4;UPK17B;BHERNC4_UPK17B
BHERNC4;UPK17A;BHERNC4_UPK17A
BHERNC4;UPK18L;BHERNC4_UPK18L
BHERNC4;UPK18K;BHERNC4_UPK18K
BHERNC4;UPK18J;BHERNC4_UPK18J
BHERNC4;UPK18I;BHERNC4_UPK18I
BHERNC4;UPK18H;BHERNC4_UPK18H
BHERNC4;UPK18G;BHERNC4_UPK18G
BHERNC4;UPK18C;BHERNC4_UPK18C
BHERNC4;UPK18B;BHERNC4_UPK18B
BHERNC4;UPK18A;BHERNC4_UPK18A
BHERNC4;PK181J1;BHERNC4_PK181J1
BHERNC4;PK181G1;BHERNC4_PK181G1
BHERNC4;UPK21L;BHERNC4_UPK21L
BHERNC4;UPK21K;BHERNC4_UPK21K
BHERNC4;UPK21J;BHERNC4_UPK21J
BHERNC4;UPK21I;BHERNC4_UPK21I
BHERNC4;UPK21H;BHERNC4_UPK21H
BHERNC4;UPK21G;BHERNC4_UPK21G
BHERNC4;UPK22L;BHERNC4_UPK22L
BHERNC4;UPK22K;BHERNC4_UPK22K
BHERNC4;UPK22J;BHERNC4_UPK22J
BHERNC4;UPK22I;BHERNC4_UPK22I
BHERNC4;UPK22H;BHERNC4_UPK22H
BHERNC4;UPK22G;BHERNC4_UPK22G
BHERNC4;UPK24L;BHERNC4_UPK24L
BHERNC4;UPK24K;BHERNC4_UPK24K
BHERNC4;UPK24J;BHERNC4_UPK24J
BHERNC4;UPK24I;BHERNC4_UPK24I
BHERNC4;UPK24H;BHERNC4_UPK24H
BHERNC4;UPK24G;BHERNC4_UPK24G
BHERNC4;UPK25L;BHERNC4_UPK25L
BHERNC4;UPK25K;BHERNC4_UPK25K
BHERNC4;UPK25J;BHERNC4_UPK25J
BHERNC4;UPK25I;BHERNC4_UPK25I
BHERNC4;UPK25H;BHERNC4_UPK25H
BHERNC4;UPK25G;BHERNC4_UPK25G
BHERNC4;PK10L1;BHERNC4_PK10L1
BHERNC4;PK10K1;BHERNC4_PK10K1
BHERNC4;UPK10J;BHERNC4_UPK10J
BHERNC4;PK10I1;BHERNC4_PK10I1
BHERNC4;PK10H1;BHERNC4_PK10H1
BHERNC4;UPK10G;BHERNC4_UPK10G
BHERNC4;UPK10C;BHERNC4_UPK10C
BHERNC4;UPK10B;BHERNC4_UPK10B
BHERNC4;UPK10A;BHERNC4_UPK10A
BHERNC4;UPK11L;BHERNC4_UPK11L
BHERNC4;UPK11K;BHERNC4_UPK11K
BHERNC4;UPK11J;BHERNC4_UPK11J
BHERNC4;UPK11I;BHERNC4_UPK11I
BHERNC4;UPK11H;BHERNC4_UPK11H
BHERNC4;UPK11G;BHERNC4_UPK11G
BHERNC4;UPK11C;BHERNC4_UPK11C
BHERNC4;UPK11B;BHERNC4_UPK11B
BHERNC4;UPK11A;BHERNC4_UPK11A
BHERNC4;UPK09P;BHERNC4_UPK09P
BHERNC4;UPK09N;BHERNC4_UPK09N
BHERNC4;UPK09M;BHERNC4_UPK09M
BHERNC4;UPK09L;BHERNC4_UPK09L
BHERNC4;UPK09K;BHERNC4_UPK09K
BHERNC4;UPK09J;BHERNC4_UPK09J
BHERNC4;UPK09I;BHERNC4_UPK09I
BHERNC4;UPK09H;BHERNC4_UPK09H
BHERNC4;UPK09G;BHERNC4_UPK09G
BHERNC4;UPK09C;BHERNC4_UPK09C
BHERNC4;UPK09B;BHERNC4_UPK09B
BHERNC4;UPK09A;BHERNC4_UPK09A
BHERNC4;UPK08L;BHERNC4_UPK08L
BHERNC4;UPK08K;BHERNC4_UPK08K
BHERNC4;UPK08J;BHERNC4_UPK08J
BHERNC4;UPK08I;BHERNC4_UPK08I
BHERNC4;UPK08H;BHERNC4_UPK08H
BHERNC4;UPK08G;BHERNC4_UPK08G
BHERNC4;UPK08C;BHERNC4_UPK08C
BHERNC4;UPK08B;BHERNC4_UPK08B
BHERNC4;UPK08A;BHERNC4_UPK08A
BHERNC4;UPK07L;BHERNC4_UPK07L
BHERNC4;UPK07K;BHERNC4_UPK07K
BHERNC4;UPK07J;BHERNC4_UPK07J
BHERNC4;UPK07I;BHERNC4_UPK07I
BHERNC4;UPK07H;BHERNC4_UPK07H
BHERNC4;UPK07G;BHERNC4_UPK07G
BHERNC4;UPK07C;BHERNC4_UPK07C
BHERNC4;UPK07B;BHERNC4_UPK07B
BHERNC4;UPK07A;BHERNC4_UPK07A
BHERNC4;UPK06P;BHERNC4_UPK06P
BHERNC4;UPK06N;BHERNC4_UPK06N
BHERNC4;UPK06M;BHERNC4_UPK06M
BHERNC4;UPK06L;BHERNC4_UPK06L
BHERNC4;UPK06K;BHERNC4_UPK06K
BHERNC4;UPK06J;BHERNC4_UPK06J
BHERNC4;UPK06I;BHERNC4_UPK06I
BHERNC4;UPK06H;BHERNC4_UPK06H
BHERNC4;UPK06G;BHERNC4_UPK06G
BHERNC4;UPK06C;BHERNC4_UPK06C
BHERNC4;UPK06B;BHERNC4_UPK06B
BHERNC4;UPK06A;BHERNC4_UPK06A
BHERNC4;UZG08K;BHERNC4_UZG08K
BHERNC4;UZG08L;BHERNC4_UZG08L
BHERNC4;UZG08M;BHERNC4_UZG08M
BHERNC4;UZG08N;BHERNC4_UZG08N
BHERNC4;UZG08P;BHERNC4_UZG08P
BHERNC4;UST01A;BHERNC4_UST01A
BHERNC4;PK04L1;BHERNC4_PK04L1
BHERNC4;PK04J1;BHERNC4_PK04J1
BHERNC4;PK04G1;BHERNC4_PK04G1
BHERNC4;PK04L2;BHERNC4_PK04L2
BHERNC4;PK04H1;BHERNC4_PK04H1
BHERNC4;PK04J2;BHERNC4_PK04J2
BHERNC4;PK04I1;BHERNC4_PK04I1
BHERNC4;PK04H2;BHERNC4_PK04H2
BHERNC4;PK04K1;BHERNC4_PK04K1
BHERNC4;UPK04C;BHERNC4_UPK04C
BHERNC4;UPK04B;BHERNC4_UPK04B
BHERNC4;UPK04A;BHERNC4_UPK04A
BHERNC4;UPK03L;BHERNC4_UPK03L
BHERNC4;UPK03K;BHERNC4_UPK03K
BHERNC4;UPK03J;BHERNC4_UPK03J
BHERNC4;UPK03I;BHERNC4_UPK03I
BHERNC4;UPK03H;BHERNC4_UPK03H
BHERNC4;UPK03G;BHERNC4_UPK03G
BHERNC4;UPK03C;BHERNC4_UPK03C
BHERNC4;UPK03B;BHERNC4_UPK03B
BHERNC4;UPK03A;BHERNC4_UPK03A
BHERNC4;UPK02L;BHERNC4_UPK02L
BHERNC4;UPK02K;BHERNC4_UPK02K
BHERNC4;UPK02J;BHERNC4_UPK02J
BHERNC4;UPK02I;BHERNC4_UPK02I
BHERNC4;UPK02H;BHERNC4_UPK02H
BHERNC4;UPK02G;BHERNC4_UPK02G
BHERNC4;UPK02C;BHERNC4_UPK02C
BHERNC4;UPK02B;BHERNC4_UPK02B
BHERNC4;UPK02A;BHERNC4_UPK02A
BHERNC4;PK01L1;BHERNC4_PK01L1
BHERNC4;PK01K1;BHERNC4_PK01K1
BHERNC4;PK01J1;BHERNC4_PK01J1
BHERNC4;PK01I1;BHERNC4_PK01I1
BHERNC4;PK01H1;BHERNC4_PK01H1
BHERNC4;PK01G1;BHERNC4_PK01G1
BHERNC4;PK01L2;BHERNC4_PK01L2
BHERNC4;PK01K2;BHERNC4_PK01K2
BHERNC4;PK01J2;BHERNC4_PK01J2
BHERNC4;UPK01C;BHERNC4_UPK01C
BHERNC4;UPK01B;BHERNC4_UPK01B
BHERNC4;UPK01A;BHERNC4_UPK01A
BHERNC4;UPK091A;BHERNC4_UPK091A
BHERNC4;UPK071A;BHERNC4_UPK071A
BHERNC4;UPK091M;BHERNC4_UPK091M
BHERNC4;UPK091J;BHERNC4_UPK091J
BHERNC4;UPK091G;BHERNC4_UPK091G
BHERNC4;UPK071M;BHERNC4_UPK071M
BHERNC4;UPK071J;BHERNC4_UPK071J
BHERNC4;UPK071G;BHERNC4_UPK071G
BHERNC4;UPK031A;BHERNC4_UPK031A
BHERNC4;UPK021M;BHERNC4_UPK021M
BHERNC4;UPK021J;BHERNC4_UPK021J
BHERNC4;UPK021G;BHERNC4_UPK021G
BHERNC4;UPK021A;BHERNC4_UPK021A
BHERNC4;UBH12P;BHERNC4_UBH12P
BHERNC4;UBH12N;BHERNC4_UBH12N
BHERNC4;UBH12M;BHERNC4_UBH12M
BHERNC4;UBH12C;BHERNC4_UBH12C
BHERNC4;UPK131M;BHERNC4_UPK131M
BHERNC4;UPK131J;BHERNC4_UPK131J
BHERNC4;UPK131G;BHERNC4_UPK131G
BHERNC4;UPK131A;BHERNC4_UPK131A
BHERNC4;UST01B;BHERNC4_UST01B
BHERNC4;UST01C;BHERNC4_UST01C
BHERNC4;UST01G;BHERNC4_UST01G
BHERNC4;UST01H;BHERNC4_UST01H
BHERNC4;UST01I;BHERNC4_UST01I
BHERNC4;UST01J;BHERNC4_UST01J
BHERNC4;UST01K;BHERNC4_UST01K
BHERNC4;UST01L;BHERNC4_UST01L
BHERNC4;UDS21M;BHERNC4_UDS21M
BHERNC4;UDS21N;BHERNC4_UDS21N
BHERNC4;UDS21P;BHERNC4_UDS21P
BHERNC4;UST01M;BHERNC4_UST01M
BHERNC4;UST01N;BHERNC4_UST01N
BHERNC4;UST01P;BHERNC4_UST01P
BHERNC4;UAB03M;BHERNC4_UAB03M
BHERNC4;UAB03N;BHERNC4_UAB03N
BHERNC4;UAB03P;BHERNC4_UAB03P
BHERNC4;UAB07M;BHERNC4_UAB07M
BHERNC4;UAB07N;BHERNC4_UAB07N
BHERNC4;UAB07P;BHERNC4_UAB07P
BHERNC4;UPK24A;BHERNC4_UPK24A
BHERNC4;UPK24B;BHERNC4_UPK24B
BHERNC4;UPK24C;BHERNC4_UPK24C
BHERNC4;UPK16M;BHERNC4_UPK16M
BHERNC4;UPK16N;BHERNC4_UPK16N
BHERNC4;UPK16P;BHERNC4_UPK16P
BHERNC4;UHB01M;BHERNC4_UHB01M
BHERNC4;UPK14P;BHERNC4_UPK14P
BHERNC4;PK30G1;BHERNC4_PK30G1
BHERNC4;UAM01M;BHERNC4_UAM01M
BHERNC4;UAM01N;BHERNC4_UAM01N
BHERNC4;UAM01P;BHERNC4_UAM01P
BHERNC4;UPK17M;BHERNC4_UPK17M
BHERNC4;UPK17N;BHERNC4_UPK17N
BHERNC4;UPK17P;BHERNC4_UPK17P
BHERNC4;UKT04J;BHERNC4_UKT04J
BHERNC4;UKT04K;BHERNC4_UKT04K
BHERNC4;UKT04L;BHERNC4_UKT04L
BHERNC4;UGZ07M;BHERNC4_UGZ07M
BHERNC4;UIL01G;BHERNC4_UIL01G
BHERNC4;UIL01H;BHERNC4_UIL01H
BHERNC4;UIL01I;BHERNC4_UIL01I
BHERNC4;UIL01J;BHERNC4_UIL01J
BHERNC4;UIL01K;BHERNC4_UIL01K
BHERNC4;UIL01L;BHERNC4_UIL01L
BHERNC4;UIL01M;BHERNC4_UIL01M
BHERNC4;UIL01N;BHERNC4_UIL01N
BHERNC4;UIL01P;BHERNC4_UIL01P
BHERNC4;UOH03A;BHERNC4_UOH03A
BHERNC4;UOH03B;BHERNC4_UOH03B
BHERNC4;UOH03C;BHERNC4_UOH03C
BHERNC4;UOH03G;BHERNC4_UOH03G
BHERNC4;UOH03H;BHERNC4_UOH03H
BHERNC4;UOH03I;BHERNC4_UOH03I
BHERNC4;UOH03J;BHERNC4_UOH03J
BHERNC4;UOH03K;BHERNC4_UOH03K
BHERNC4;UOH03L;BHERNC4_UOH03L
BHERNC4;UOH03M;BHERNC4_UOH03M
BHERNC4;UOH03N;BHERNC4_UOH03N
BHERNC4;UOH03P;BHERNC4_UOH03P
BHERNC4;UIL011A;BHERNC4_UIL011A
BHERNC4;UIL011G;BHERNC4_UIL011G
BHERNC4;UIL011J;BHERNC4_UIL011J
BHERNC4;UIL011M;BHERNC4_UIL011M
BHERNC4;UAV051A;BHERNC4_UAV051A
BHERNC4;UAV051G;BHERNC4_UAV051G
BHERNC4;UGZ07N;BHERNC4_UGZ07N
BHERNC4;UAV05A;BHERNC4_UAV05A
BHERNC4;UAV051J;BHERNC4_UAV051J
BHERNC4;UAV05B;BHERNC4_UAV05B
BHERNC4;UPK15N;BHERNC4_UPK15N
BHERNC4;UPK15P;BHERNC4_UPK15P
BHERNC4;UPK22M;BHERNC4_UPK22M
BHERNC4;UAV051M;BHERNC4_UAV051M
BHERNC4;UAV05C;BHERNC4_UAV05C
BHERNC4;UAV05G;BHERNC4_UAV05G
BHERNC4;UAV05H;BHERNC4_UAV05H
BHERNC4;UAV05I;BHERNC4_UAV05I
BHERNC4;UAV05J;BHERNC4_UAV05J
BHERNC4;UAV05K;BHERNC4_UAV05K
BHERNC4;UAV05L;BHERNC4_UAV05L
BHERNC4;UAV05M;BHERNC4_UAV05M
BHERNC4;UAV05N;BHERNC4_UAV05N
BHERNC4;UAV05P;BHERNC4_UAV05P
BHERNC4;UKT02G;BHERNC4_UKT02G
BHERNC4;UKT02H;BHERNC4_UKT02H
BHERNC4;UKT02I;BHERNC4_UKT02I
BHERNC4;UKT02J;BHERNC4_UKT02J
BHERNC4;UKT02K;BHERNC4_UKT02K
BHERNC4;UKT02L;BHERNC4_UKT02L
BHERNC4;UKT02M;BHERNC4_UKT02M
BHERNC4;UKT02N;BHERNC4_UKT02N
BHERNC4;UKT02P;BHERNC4_UKT02P
BHERNC4;UAI01M;BHERNC4_UAI01M
BHERNC4;UAI01N;BHERNC4_UAI01N
BHERNC4;UAI01P;BHERNC4_UAI01P
BHERNC4;UPB02M;BHERNC4_UPB02M
BHERNC4;UPB02N;BHERNC4_UPB02N
BHERNC4;UPB02P;BHERNC4_UPB02P
BHERNC4;ULL01M;BHERNC4_ULL01M
BHERNC4;ULL01N;BHERNC4_ULL01N
BHERNC4;ULL01P;BHERNC4_ULL01P
BHERNC4;UYB01A;BHERNC4_UYB01A
BHERNC4;UYB01B;BHERNC4_UYB01B
BHERNC4;UYB01C;BHERNC4_UYB01C
BHERNC4;UYB01G;BHERNC4_UYB01G
BHERNC4;UYB01H;BHERNC4_UYB01H
BHERNC4;UYB01I;BHERNC4_UYB01I
BHERNC4;UYB01J;BHERNC4_UYB01J
BHERNC4;UYB01K;BHERNC4_UYB01K
BHERNC4;UYB01L;BHERNC4_UYB01L
BHERNC4;UYB01M;BHERNC4_UYB01M
BHERNC4;UYB01N;BHERNC4_UYB01N
BHERNC4;UYB01P;BHERNC4_UYB01P
BHERNC4;UBN01M;BHERNC4_UBN01M
BHERNC4;UBN01N;BHERNC4_UBN01N
BHERNC4;UBN01P;BHERNC4_UBN01P
BHERNC4;UZD02A;BHERNC4_UZD02A
BHERNC4;UZD02B;BHERNC4_UZD02B
BHERNC4;UZD02C;BHERNC4_UZD02C
BHERNC4;UZD02G;BHERNC4_UZD02G
BHERNC4;UZD02H;BHERNC4_UZD02H
BHERNC4;UZD02I;BHERNC4_UZD02I
BHERNC4;UZD02J;BHERNC4_UZD02J
BHERNC4;UZD02K;BHERNC4_UZD02K
BHERNC4;UZD02L;BHERNC4_UZD02L
BHERNC4;UZD02M;BHERNC4_UZD02M
BHERNC4;UZD02N;BHERNC4_UZD02N
BHERNC4;UZD02P;BHERNC4_UZD02P
BHERNC4;UBN02A;BHERNC4_UBN02A
BHERNC4;UBN02B;BHERNC4_UBN02B
BHERNC4;UBN02C;BHERNC4_UBN02C
BHERNC4;UBN02G;BHERNC4_UBN02G
BHERNC4;UBN02H;BHERNC4_UBN02H
BHERNC4;UBN02I;BHERNC4_UBN02I
BHERNC4;UBN02J;BHERNC4_UBN02J
BHERNC4;UPK13M;BHERNC4_UPK13M
BHERNC4;UPK13N;BHERNC4_UPK13N
BHERNC4;UPK13P;BHERNC4_UPK13P
BHERNC4;UBN02K;BHERNC4_UBN02K
BHERNC4;UPK29C;BHERNC4_UPK29C
BHERNC4;UPK29B;BHERNC4_UPK29B
BHERNC4;UPK29A;BHERNC4_UPK29A
BHERNC4;UPK29P;BHERNC4_UPK29P
BHERNC4;UPK29N;BHERNC4_UPK29N
BHERNC4;UPK29M;BHERNC4_UPK29M
BHERNC4;UPK29L;BHERNC4_UPK29L
BHERNC4;UPK29K;BHERNC4_UPK29K
BHERNC4;UPK29J;BHERNC4_UPK29J
BHERNC4;UPK29I;BHERNC4_UPK29I
BHERNC4;UPK29H;BHERNC4_UPK29H
BHERNC4;UPK29G;BHERNC4_UPK29G
BHERNC4;UPK28C;BHERNC4_UPK28C
BHERNC4;UPK28B;BHERNC4_UPK28B
BHERNC4;UPK28A;BHERNC4_UPK28A
BHERNC4;UPK28L;BHERNC4_UPK28L
BHERNC4;UPK28K;BHERNC4_UPK28K
BHERNC4;UPK28J;BHERNC4_UPK28J
BHERNC4;UPK28I;BHERNC4_UPK28I
BHERNC4;UPK28H;BHERNC4_UPK28H
BHERNC4;UPK28G;BHERNC4_UPK28G
BHERNC4;UPK26H;BHERNC4_UPK26H
BHERNC4;UPK26G;BHERNC4_UPK26G
BHERNC4;UPK22N;BHERNC4_UPK22N
BHERNC4;UPK27M;BHERNC4_UPK27M
BHERNC4;UPK28M;BHERNC4_UPK28M
BHERNC4;UPK26P;BHERNC4_UPK26P
BHERNC4;UPK26N;BHERNC4_UPK26N
BHERNC4;UPK26M;BHERNC4_UPK26M
BHERNC4;UPK26L;BHERNC4_UPK26L
BHERNC4;UPK26K;BHERNC4_UPK26K
BHERNC4;UPK26J;BHERNC4_UPK26J
BHERNC4;UPK26I;BHERNC4_UPK26I
BHERNC4;UBN02L;BHERNC4_UBN02L
BHERNC4;UBN02M;BHERNC4_UBN02M
BHERNC4;UBN02N;BHERNC4_UBN02N
BHERNC4;UBN02P;BHERNC4_UBN02P
BHERNC4;UDA05G;BHERNC4_UDA05G
BHERNC4;UDA05H;BHERNC4_UDA05H
BHERNC4;UDA05I;BHERNC4_UDA05I
BHERNC4;UDA05J;BHERNC4_UDA05J
BHERNC4;UDA05K;BHERNC4_UDA05K
BHERNC4;UDA05L;BHERNC4_UDA05L
BHERNC4;UDA05M;BHERNC4_UDA05M
BHERNC4;UDA05N;BHERNC4_UDA05N
BHERNC4;UDA05P;BHERNC4_UDA05P
BHERNC4;UDV01A;BHERNC4_UDV01A
BHERNC4;UDV01B;BHERNC4_UDV01B
BHERNC4;UDV01C;BHERNC4_UDV01C
BHERNC4;UDV01G;BHERNC4_UDV01G
BHERNC4;UDV01H;BHERNC4_UDV01H
BHERNC4;UDV01I;BHERNC4_UDV01I
BHERNC4;UDV01J;BHERNC4_UDV01J
BHERNC4;UDV01K;BHERNC4_UDV01K
BHERNC4;UDV01L;BHERNC4_UDV01L
BHERNC4;UDV01M;BHERNC4_UDV01M
BHERNC4;UDV01N;BHERNC4_UDV01N
BHERNC4;UDV01P;BHERNC4_UDV01P
BHERNC4;UTV03A;BHERNC4_UTV03A
BHERNC4;UTV03B;BHERNC4_UTV03B
BHERNC4;UTV03C;BHERNC4_UTV03C
BHERNC4;UTV03G;BHERNC4_UTV03G
BHERNC4;UTV03H;BHERNC4_UTV03H
BHERNC4;UTV03I;BHERNC4_UTV03I
BHERNC4;UTV03J;BHERNC4_UTV03J
BHERNC4;UTV03K;BHERNC4_UTV03K
BHERNC4;UTV03L;BHERNC4_UTV03L
BHERNC4;UTV03M;BHERNC4_UTV03M
BHERNC4;UTV03N;BHERNC4_UTV03N
BHERNC4;UTV03P;BHERNC4_UTV03P
BHERNC4;UAV10A;BHERNC4_UAV10A
BHERNC4;UAV10B;BHERNC4_UAV10B
BHERNC4;UAV10C;BHERNC4_UAV10C
BHERNC4;UAV10G;BHERNC4_UAV10G
BHERNC4;UAV10H;BHERNC4_UAV10H
BHERNC4;UAV10I;BHERNC4_UAV10I
BHERNC4;UAV10J;BHERNC4_UAV10J
BHERNC4;UAV10K;BHERNC4_UAV10K
BHERNC4;UBY01C;BHERNC4_UBY01C
BHERNC4;UBY01B;BHERNC4_UBY01B
BHERNC4;UBY01A;BHERNC4_UBY01A
BHERNC4;PK30G2;BHERNC4_PK30G2
BHERNC4;PK30H1;BHERNC4_PK30H1
BHERNC4;PK30H2;BHERNC4_PK30H2
BHERNC4;UPK30C;BHERNC4_UPK30C
BHERNC4;UPK30B;BHERNC4_UPK30B
BHERNC4;UPK30A;BHERNC4_UPK30A
BHERNC4;UAU01C;BHERNC4_UAU01C
BHERNC4;UAU01B;BHERNC4_UAU01B
BHERNC4;UAU01A;BHERNC4_UAU01A
BHERNC4;UAZ02I;BHERNC4_UAZ02I
BHERNC4;UAZ02H;BHERNC4_UAZ02H
BHERNC4;UAZ02G;BHERNC4_UAZ02G
BHERNC4;UAV10L;BHERNC4_UAV10L
BHERNC4;UAV10M;BHERNC4_UAV10M
BHERNC4;UAV10N;BHERNC4_UAV10N
BHERNC4;UAV10P;BHERNC4_UAV10P
BHERNC4;UAU04A;BHERNC4_UAU04A
BHERNC4;UAU04B;BHERNC4_UAU04B
BHERNC4;UAU04C;BHERNC4_UAU04C
BHERNC4;UAU04M;BHERNC4_UAU04M
BHERNC4;UAU04N;BHERNC4_UAU04N
BHERNC4;UAU04P;BHERNC4_UAU04P
BHERNC4;UKM01M;BHERNC4_UKM01M
BHERNC4;UTF02M;BHERNC4_UTF02M
BHERNC4;UTF02N;BHERNC4_UTF02N
BHERNC4;UTF02P;BHERNC4_UTF02P
BHERNC4;UAB08M;BHERNC4_UAB08M
BHERNC4;UAB08N;BHERNC4_UAB08N
BHERNC4;UAB08P;BHERNC4_UAB08P
BHERNC4;UZD01M;BHERNC4_UZD01M
BHERNC4;UZD01N;BHERNC4_UZD01N
BHERNC4;USA02J;BHERNC4_USA02J
BHERNC4;USA02K;BHERNC4_USA02K
BHERNC4;USA02L;BHERNC4_USA02L
BHERNC4;UZD01P;BHERNC4_UZD01P
BHERNC4;UAZ01M;BHERNC4_UAZ01M
BHERNC4;UAZ01N;BHERNC4_UAZ01N
BHERNC4;UAZ01P;BHERNC4_UAZ01P
BHERNC4;UZK01M;BHERNC4_UZK01M
BHERNC4;UZK01N;BHERNC4_UZK01N
BHERNC4;UZK01P;BHERNC4_UZK01P
BHERNC4;UDA04A;BHERNC4_UDA04A
BHERNC4;UDA04B;BHERNC4_UDA04B
BHERNC4;UTC01M;BHERNC4_UTC01M
BHERNC4;UCV01M;BHERNC4_UCV01M
BHERNC4;UCV01N;BHERNC4_UCV01N
BHERNC4;UDA04C;BHERNC4_UDA04C
BHERNC4;UDA04G;BHERNC4_UDA04G
BHERNC4;UDA04H;BHERNC4_UDA04H
BHERNC4;UDA04I;BHERNC4_UDA04I
BHERNC4;UDA04J;BHERNC4_UDA04J
BHERNC4;UDA04K;BHERNC4_UDA04K
BHERNC4;UDA04L;BHERNC4_UDA04L
BHERNC4;UDA04M;BHERNC4_UDA04M
BHERNC4;UDA04N;BHERNC4_UDA04N
BHERNC4;UDA04P;BHERNC4_UDA04P
BHERNC4;UZG01M;BHERNC4_UZG01M
BHERNC4;UZG01N;BHERNC4_UZG01N
BHERNC4;UZG01P;BHERNC4_UZG01P
BHERNC4;UCV02A;BHERNC4_UCV02A
BHERNC4;UCV02B;BHERNC4_UCV02B
BHERNC4;UCV02C;BHERNC4_UCV02C
BHERNC4;UCV02M;BHERNC4_UCV02M
BHERNC4;UCV02N;BHERNC4_UCV02N
BHERNC4;UCV01P;BHERNC4_UCV01P
BHERNC4;UPK27N;BHERNC4_UPK27N
BHERNC4;UPK28N;BHERNC4_UPK28N
BHERNC4;UCV02P;BHERNC4_UCV02P
BHERNC4;UAZ03M;BHERNC4_UAZ03M
BHERNC4;UAZ03N;BHERNC4_UAZ03N
BHERNC4;UAZ03P;BHERNC4_UAZ03P
BHERNC4;UDM02A;BHERNC4_UDM02A
BHERNC4;UDM02B;BHERNC4_UDM02B
BHERNC4;UDM02C;BHERNC4_UDM02C
BHERNC4;UDM02G;BHERNC4_UDM02G
BHERNC4;UDM02H;BHERNC4_UDM02H
BHERNC4;UDM02I;BHERNC4_UDM02I
BHERNC4;UDM02J;BHERNC4_UDM02J
BHERNC4;UDM02K;BHERNC4_UDM02K
BHERNC4;UDM02L;BHERNC4_UDM02L
BHERNC4;UZG02A;BHERNC4_UZG02A
BHERNC4;UZG02B;BHERNC4_UZG02B
BHERNC4;UZG02C;BHERNC4_UZG02C
BHERNC4;UZG02G;BHERNC4_UZG02G
BHERNC4;UZG02H;BHERNC4_UZG02H
BHERNC4;UZG02I;BHERNC4_UZG02I
BHERNC4;UZG02J;BHERNC4_UZG02J
BHERNC4;UZG02K;BHERNC4_UZG02K
BHERNC4;UZG02L;BHERNC4_UZG02L
BHERNC4;UML01A;BHERNC4_UML01A
BHERNC4;UML01B;BHERNC4_UML01B
BHERNC4;UML01C;BHERNC4_UML01C
BHERNC4;UML01G;BHERNC4_UML01G
BHERNC4;UML01H;BHERNC4_UML01H
BHERNC4;UML01I;BHERNC4_UML01I
BHERNC4;UML01J;BHERNC4_UML01J
BHERNC4;UML01K;BHERNC4_UML01K
BHERNC4;UML01L;BHERNC4_UML01L
BHERNC4;UOW01A;BHERNC4_UOW01A
BHERNC4;UOW01B;BHERNC4_UOW01B
BHERNC4;UOW01C;BHERNC4_UOW01C
BHERNC4;UOW01G;BHERNC4_UOW01G
BHERNC4;UOW01H;BHERNC4_UOW01H
BHERNC4;UOW01I;BHERNC4_UOW01I
BHERNC4;UOW01J;BHERNC4_UOW01J
BHERNC4;UOW01K;BHERNC4_UOW01K
BHERNC4;UOW01L;BHERNC4_UOW01L
BHERNC4;UOS02A;BHERNC4_UOS02A
BHERNC4;UOS02B;BHERNC4_UOS02B
BHERNC4;UOS02C;BHERNC4_UOS02C
BHERNC4;UOS02G;BHERNC4_UOS02G
BHERNC4;UOS02H;BHERNC4_UOS02H
BHERNC4;UOS02I;BHERNC4_UOS02I
BHERNC4;UOS02J;BHERNC4_UOS02J
BHERNC4;UOS02K;BHERNC4_UOS02K
BHERNC4;UOS02L;BHERNC4_UOS02L
BHERNC4;UTC12A;BHERNC4_UTC12A
BHERNC4;UTC12B;BHERNC4_UTC12B
BHERNC4;UTC12C;BHERNC4_UTC12C
BHERNC4;UTC12G;BHERNC4_UTC12G
